1 ,2.289038E+05 ,4.688731E+01 ,-4.066970E+01 ,2.475840E+02 ,-5.893803E+01 ,3.417139E+01 ,2.241271E+02 ,6.830914E+01 ,1.983811E+02 ,2.395627390850E+08 ,7521432 ,239559565 ,0 ,0 ,0 ,0 ,65311 ,0 ,6.479749315977E+01 ,1.244313E-12 ,2.376595E+03 ,1.136036E-12 ,2.219559E+03 ,0.000000E+00
2 ,1.223182E+05 ,3.188449E+02 ,1.213189E+01 ,6.250951E+01 ,-2.454653E+01 ,2.672200E+01 ,2.136423E+02 ,1.757393E+01 ,2.427463E+01 ,2.395723480603E+08 ,1725276 ,239571670 ,0 ,0 ,0 ,0 ,65311 ,0 ,1.853464272916E+02 ,2.455780E-11 ,3.226923E+03 ,2.251195E-11 ,2.955468E+03 ,0.000000E+00
3 ,1.791924E+05 ,3.201443E+02 ,4.178165E+01 ,8.633575E+01 ,-5.636105E+00 ,1.822643E+01 ,2.843315E+02 ,3.997015E+01 ,3.670610E+00 ,2.396585014825E+08 ,1896316 ,239657673 ,0 ,0 ,0 ,0 ,65309 ,0 ,4.724814513326E+01 ,9.098987E-11 ,3.636193E+03 ,8.505050E-11 ,3.303752E+03 ,0.000000E+00
4 ,1.398111E+05 ,2.556179E+00 ,4.539649E+00 ,1.039277E+02 ,-5.680367E+01 ,2.265497E+01 ,1.210794E+02 ,1.912568E+01 ,2.042974E+02 ,2.396708579778E+08 ,2389444 ,239669643 ,0 ,0 ,0 ,0 ,65311 ,0 ,6.766423070431E+01 ,9.468717E-12 ,3.506626E+03 ,8.654276E-12 ,3.203815E+03 ,0.000000E+00
5 ,2.200071E+05 ,3.491630E+01 ,6.023649E+00 ,1.589507E+02 ,-5.057394E+01 ,5.400882E+01 ,1.265925E+02 ,6.101404E+01 ,2.694833E+02 ,2.397409812406E+08 ,6660094 ,239737672 ,0 ,0 ,0 ,0 ,32543 ,0 ,1.071035355926E+02 ,1.205645E-12 ,1.116879E+03 ,1.104587E-12 ,1.014140E+03 ,0.000000E+00
6 ,1.832444E+05 ,2.294860E+02 ,2.136698E+01 ,3.122767E+01 ,5.623142E+01 ,3.430683E+01 ,2.156442E+02 ,5.887324E+01 ,4.182726E+01 ,2.398515536917E+08 ,7448649 ,239847613 ,0 ,0 ,0 ,0 ,32543 ,1 ,1.814917373657E+01 ,6.606330E-12 ,2.428347E+03 ,5.958541E-12 ,2.190427E+03 ,0.000000E+00
7 ,1.106751E+05 ,2.267048E+01 ,6.793831E+01 ,1.266180E+02 ,5.347896E+00 ,1.522179E+01 ,3.566345E+02 ,4.515870E+01 ,8.808246E+00 ,2.398600777811E+08 ,2772651 ,239858757 ,0 ,0 ,0 ,0 ,65311 ,1 ,2.623768860400E+02 ,2.297368E-10 ,3.290248E+03 ,2.068227E-10 ,2.960318E+03 ,0.000000E+00
8 ,1.011830E+05 ,5.999843E+01 ,-6.812568E+01 ,2.819027E+02 ,-4.044405E+01 ,4.075883E+01 ,1.387950E+02 ,7.543602E+01 ,2.022146E+02 ,2.399371297235E+08 ,6580174 ,239933598 ,0 ,0 ,0 ,0 ,65311 ,0 ,2.208698773682E+02 ,3.365437E-11 ,2.739737E+03 ,3.060312E-11 ,2.486453E+03 ,0.000000E+00
9 ,1.131470E+05 ,2.332811E+02 ,-4.298246E+01 ,3.317918E+02 ,1.064852E+01 ,5.278188E+01 ,3.479799E+02 ,6.059958E+01 ,2.207234E+02 ,2.399562549300E+08 ,13429831 ,239950625 ,0 ,0 ,0 ,0 ,65311 ,1 ,1.994989489317E+02 ,6.685089E-11 ,1.826062E+03 ,6.009556E-11 ,1.643337E+03 ,0.000000E+00
10 ,1.510854E+05 ,2.884594E+02 ,-3.599060E+01 ,1.767547E+00 ,-1.976923E+01 ,1.052354E+01 ,3.382767E+02 ,3.426641E+01 ,1.731483E+02 ,2.399791936778E+08 ,5534067 ,239977434 ,0 ,0 ,0 ,0 ,65311 ,0 ,1.320820610821E+02 ,1.592241E-10 ,3.972419E+03 ,1.446038E-10 ,3.607646E+03 ,0.000000E+00
11 ,1.097312E+05 ,1.086194E+01 ,3.438791E+01 ,1.210576E+02 ,-2.845472E+01 ,4.967801E+01 ,5.999997E+01 ,2.589715E+01 ,5.583666E+01 ,2.399916915269E+08 ,4288062 ,239989668 ,0 ,0 ,0 ,0 ,65311 ,0 ,3.281412913203E+02 ,1.641296E-11 ,1.818679E+03 ,1.492096E-11 ,1.650180E+03 ,0.000000E+00
12 ,1.406172E+05 ,8.496356E+01 ,-2.326792E+01 ,2.272332E+02 ,-2.555419E+01 ,4.748571E+01 ,3.255318E+02 ,6.163275E+01 ,1.358253E+02 ,2.400040126235E+08 ,4365480 ,240001674 ,0 ,0 ,0 ,0 ,65309 ,1 ,9.232665652037E+01 ,5.081522E-12 ,2.081014E+03 ,4.352955E-12 ,1.788888E+03 ,0.000000E+00
